Id	Word	Ratio
22421440_gab	more	0.0
22421440_gab	time	0.0
22421440_gab	i	0.0
22421440_gab	am	0.0
22421440_gab	going	0.0
22421440_gab	to	0.0
22421440_gab	opt	0.0
22421440_gab	to	0.0
22421440_gab	come	0.0
22421440_gab	back	0.0
22421440_gab	in	0.0
22421440_gab	my	0.0
22421440_gab	next	0.0
22421440_gab	life	0.0
22421440_gab	as	0.0
22421440_gab	a	0.0
22421440_gab	black	0.3333333333333333
22421440_gab	hispanic	0.3333333333333333
22421440_gab	latino	0.3333333333333333
22421440_gab	illegal	1.0
22421440_gab	muslim	1.0
22421440_gab	jewish	0.6666666666666666
22421440_gab	faggot	1.0
22421440_gab	feminist	0.6666666666666666
22421440_gab	queer	1.0
22421440_gab	gay	0.6666666666666666
22421440_gab	lesbian	0.3333333333333333
22421440_gab	dike	1.0
22421440_gab	transgender	0.6666666666666666
22421440_gab	piece	0.6666666666666666
22421440_gab	of	0.6666666666666666
22421440_gab	shit	0.6666666666666666
22421440_gab	in	0.0
22421440_gab	other	0.0
22421440_gab	words	0.0
22421440_gab	everything	0.0
22421440_gab	i	0.0
22421440_gab	have	0.0
22421440_gab	not	0.0
22421440_gab	been	0.0
22421440_gab	in	0.0
22421440_gab	this	0.0
22421440_gab	life	0.0
19364824_gab	just	0.0
19364824_gab	another	0.0
19364824_gab	dumb	0.0
19364824_gab	nigger	1.0
13799524_gab	have	0.0
13799524_gab	you	0.0
13799524_gab	proven	0.0
13799524_gab	your	0.0
13799524_gab	gender	0.0
13799524_gab	yet	0.0
13799524_gab	nice	0.0
13799524_gab	profile	0.0
13799524_gab	pic	0.0
13799524_gab	by	0.0
13799524_gab	the	0.0
13799524_gab	way	0.0
13799524_gab	oh	0.0
13799524_gab	im	0.0
13799524_gab	a	0.0
13799524_gab	nigger	1.0
13799524_gab	too	0.0
16637220_gab	they	0.0
16637220_gab	are	0.0
16637220_gab	going	0.0
16637220_gab	to	0.0
16637220_gab	figure	0.0
16637220_gab	out	0.0
16637220_gab	a	0.0
16637220_gab	way	0.0
16637220_gab	to	0.0
16637220_gab	kike	1.0
16637220_gab	bitcoin	0.0
4120510_gab	<user>	0.0
4120510_gab	the	0.0
4120510_gab	cunt	0.3333333333333333
4120510_gab	of	0.0
4120510_gab	a	0.0
4120510_gab	retarded	1.0
4120510_gab	nigger	1.0
4120510_gab	pissed	0.0
4120510_gab	beads	0.0
4120510_gab	of	0.0
4120510_gab	shit	0.0
4120510_gab	into	0.0
4120510_gab	asshole	0.0
4120510_gab	of	0.0
4120510_gab	a	0.0
4120510_gab	jew	0.6666666666666666
4120510_gab	kike	1.0
16495970_gab	ok	0.0
16495970_gab	give	0.0
16495970_gab	us	0.0
16495970_gab	your	0.3333333333333333
16495970_gab	defense	0.3333333333333333
16495970_gab	of	0.3333333333333333
16495970_gab	nigger	1.0
16495970_gab	dogs	0.3333333333333333
16495970_gab	tell	0.0
16495970_gab	us	0.0
16495970_gab	how	0.0
16495970_gab	they	0.0
16495970_gab	are	0.0
16495970_gab	not	0.0
16495970_gab	all	0.0
16495970_gab	like	0.0
16495970_gab	that	0.0
16495970_gab	lol	0.0
16495970_gab	i	0.0
16495970_gab	bet	0.0
16495970_gab	you	0.0
16495970_gab	are	0.0
16495970_gab	gonna	0.0
16495970_gab	sound	0.0
16495970_gab	just	0.0
16495970_gab	like	0.0
16495970_gab	some	0.3333333333333333
16495970_gab	mudshark	0.6666666666666666
16495970_gab	taking	0.3333333333333333
16495970_gab	up	0.3333333333333333
16495970_gab	for	0.3333333333333333
16495970_gab	actual	0.3333333333333333
16495970_gab	niggers	0.6666666666666666
16495970_gab	lol	0.0
12288710_gab	<user>	0.0
12288710_gab	white	0.0
12288710_gab	people	0.0
12288710_gab	have	0.0
12288710_gab	agency	0.0
12288710_gab	unlike	0.0
12288710_gab	mudslime	1.0
12288710_gab	sandniggers	1.0
12288710_gab	who	0.3333333333333333
12288710_gab	kill	0.3333333333333333
12288710_gab	random	0.3333333333333333
12288710_gab	pedastrians	0.3333333333333333
12288710_gab	without	0.0
12288710_gab	a	0.0
12288710_gab	voice	0.0
12288710_gab	all	0.0
12288710_gab	that	0.0
12288710_gab	is	0.0
12288710_gab	left	0.0
12288710_gab	is	0.0
12288710_gab	violence	0.0
12288710_gab	we	0.0
12288710_gab	will	0.0
12288710_gab	come	0.0
12288710_gab	for	0.0
12288710_gab	journalists	0.0
12288710_gab	and	0.0
12288710_gab	google	0.0
12288710_gab	executives	0.0
12288710_gab	first	0.0
12288710_gab	they	0.0
12288710_gab	will	0.0
12288710_gab	regret	0.0
12288710_gab	what	0.0
12288710_gab	they	0.0
12288710_gab	have	0.0
12288710_gab	done	0.0
12288710_gab	white	0.3333333333333333
12288710_gab	rebellion	0.3333333333333333
12288710_gab	free	0.0
12288710_gab	weev	0.0
12288710_gab	weev	0.3333333333333333
12288710_gab	did	0.3333333333333333
12288710_gab	nothing	0.3333333333333333
12288710_gab	wrong	0.3333333333333333
12288710_gab	just	0.3333333333333333
12288710_gab	like	0.3333333333333333
12288710_gab	hitler	0.3333333333333333
2992367_gab	<user>	0.0
2992367_gab	you	0.0
2992367_gab	first	0.0
2992367_gab	kike	1.0
27064690_gab	jew	0.6666666666666666
27064690_gab	should	0.6666666666666666
27064690_gab	be	0.6666666666666666
27064690_gab	hated	0.6666666666666666
27064690_gab	they	0.0
27064690_gab	are	0.0
27064690_gab	a	0.0
27064690_gab	disease	0.0
27064690_gab	that	0.0
27064690_gab	needs	0.0
27064690_gab	to	0.0
27064690_gab	eradicated	0.0
27064690_gab	from	0.0
27064690_gab	among	0.0
27064690_gab	white	0.0
27064690_gab	folk	0.0
27064690_gab	they	0.0
27064690_gab	and	0.0
27064690_gab	their	0.0
27064690_gab	subhuman	0.6666666666666666
27064690_gab	nigger	1.0
27064690_gab	and	0.3333333333333333
27064690_gab	arab	0.6666666666666666
27064690_gab	foot	0.6666666666666666
27064690_gab	soldiers	0.3333333333333333
27064690_gab	are	0.0
27064690_gab	the	0.0
27064690_gab	enemy	0.0
27064690_gab	their	0.3333333333333333
27064690_gab	annihilation	0.3333333333333333
27064690_gab	is	0.3333333333333333
27064690_gab	not	0.3333333333333333
27064690_gab	up	0.3333333333333333
27064690_gab	for	0.3333333333333333
27064690_gab	negotiation	0.3333333333333333
25160519_gab	all	0.0
25160519_gab	these	0.0
25160519_gab	pro	0.0
25160519_gab	white	0.0
25160519_gab	christians	0.0
25160519_gab	should	0.0
25160519_gab	be	0.0
25160519_gab	deported	0.0
25160519_gab	to	0.0
25160519_gab	africa	0.0
25160519_gab	where	0.0
25160519_gab	they	0.0
25160519_gab	belong	0.0
25160519_gab	who	0.0
25160519_gab	would	0.0
25160519_gab	come	0.0
25160519_gab	out	0.0
25160519_gab	against	0.0
25160519_gab	that	0.0
25160519_gab	these	0.0
25160519_gab	subversive	0.0
25160519_gab	pieces	0.0
25160519_gab	of	0.0
25160519_gab	shit	0.0
25160519_gab	take	0.0
25160519_gab	advantage	0.0
25160519_gab	of	0.0
25160519_gab	white	0.0
25160519_gab	civilization	0.0
25160519_gab	while	0.0
25160519_gab	opening	0.0
25160519_gab	the	0.0
25160519_gab	gates	0.0
25160519_gab	for	0.0
25160519_gab	niggers	1.0
25160519_gab	we	0.0
25160519_gab	need	0.0
25160519_gab	standards	0.0
25160519_gab	that	0.0
25160519_gab	the	0.0
25160519_gab	bottom	0.0
25160519_gab	line	0.0
25160519_gab	and	0.0
25160519_gab	these	0.0
25160519_gab	nigger	0.6666666666666666
25160519_gab	level	0.3333333333333333
25160519_gab	iqs	0.3333333333333333
25160519_gab	are	0.3333333333333333
25160519_gab	dead	0.3333333333333333
25160519_gab	weight	0.3333333333333333
13534065_gab	yet	0.0
13534065_gab	another	0.3333333333333333
13534065_gab	sand	1.0
13534065_gab	nigger	1.0
13534065_gab	slaughters	0.0
13534065_gab	innocents	0.0
13534065_gab	hey	0.0
13534065_gab	libscum	0.3333333333333333
13534065_gab	i	0.0
13534065_gab	hope	0.0
13534065_gab	your	0.0
13534065_gab	sweet	0.0
13534065_gab	little	0.0
13534065_gab	tender	0.0
13534065_gab	daughters	0.0
13534065_gab	are	0.0
13534065_gab	next	0.0
13534065_gab	you	0.0
13534065_gab	brought	0.0
13534065_gab	this	0.0
13534065_gab	scum	0.0
13534065_gab	here	0.0
13534065_gab	now	0.0
13534065_gab	live	0.0
13534065_gab	with	0.0
13534065_gab	it	0.0
5529774_gab	yet	0.0
5529774_gab	when	0.0
5529774_gab	a	0.0
5529774_gab	couple	0.0
5529774_gab	of	0.0
5529774_gab	filthy	0.6666666666666666
5529774_gab	dykes	1.0
5529774_gab	want	0.0
5529774_gab	you	0.0
5529774_gab	to	0.0
5529774_gab	pander	0.0
5529774_gab	to	0.0
5529774_gab	their	0.0
5529774_gab	sins	0.0
5529774_gab	as	0.0
5529774_gab	you	0.0
5529774_gab	see	0.0
5529774_gab	them	0.0
5529774_gab	you	0.0
5529774_gab	must	0.0
5529774_gab	comply	0.0
5529774_gab	by	0.0
5529774_gab	law	0.0
5529774_gab	time	0.0
5529774_gab	to	0.0
5529774_gab	start	0.0
5529774_gab	organizing	0.0
5529774_gab	for	0.0
5529774_gab	yourselves	0.0
5529774_gab	no	0.0
5529774_gab	one	0.0
5529774_gab	else	0.0
5529774_gab	is	0.0
5529774_gab	gonna	0.0
5529774_gab	do	0.0
5529774_gab	it	0.0
5529774_gab	for	0.0
5529774_gab	you	0.0
24977683_gab	lol	0.0
24977683_gab	that	0.0
24977683_gab	why	0.0
24977683_gab	i	0.0
24977683_gab	wear	0.0
24977683_gab	them	0.0
24977683_gab	i	0.0
24977683_gab	have	0.0
24977683_gab	had	0.0
24977683_gab	many	0.0
24977683_gab	confrontations	0.0
24977683_gab	with	0.0
24977683_gab	the	0.0
24977683_gab	pos	0.6666666666666666
24977683_gab	muzzies	1.0
24977683_gab	and	0.3333333333333333
24977683_gab	black	0.3333333333333333
24977683_gab	panther	0.3333333333333333
24977683_gab	scum	0.3333333333333333
10504469_gab	reminds	0.0
10504469_gab	me	0.0
10504469_gab	of	0.0
10504469_gab	a	0.0
10504469_gab	college	0.0
10504469_gab	fundraiser	0.0
10504469_gab	to	0.0
10504469_gab	help	0.0
10504469_gab	a	0.0
10504469_gab	kike	1.0
10504469_gab	family	0.0
10504469_gab	rebuild	0.0
10504469_gab	their	0.0
10504469_gab	burnt	0.0
10504469_gab	house	0.0
10504469_gab	the	0.0
10504469_gab	father	0.0
10504469_gab	was	0.0
10504469_gab	a	0.0
10504469_gab	magistrado	0.0
10504469_gab	which	0.0
10504469_gab	is	0.0
10504469_gab	like	0.0
10504469_gab	a	0.0
10504469_gab	high	0.0
10504469_gab	court	0.0
10504469_gab	judge	0.0
10504469_gab	so	0.0
10504469_gab	they	0.0
10504469_gab	were	0.0
10504469_gab	richer	0.0
10504469_gab	than	0.0
10504469_gab	most	0.0
10504469_gab	of	0.0
10504469_gab	the	0.0
10504469_gab	other	0.0
10504469_gab	students	0.0
10504469_gab	families	0.0
20659618_gab	damn	0.0
20659618_gab	dat	0.0
20659618_gab	wetback	1.0
20659618_gab	needs	0.0
20659618_gab	to	0.0
20659618_gab	strap	0.0
20659618_gab	in	0.0
20659618_gab	those	0.0
20659618_gab	moobs	0.0
14564271_gab	i	0.0
14564271_gab	tire	0.0
14564271_gab	with	0.0
14564271_gab	you	0.0
14564271_gab	all	0.0
14564271_gab	day	0.0
14564271_gab	same	0.0
14564271_gab	just	0.0
14564271_gab	blah	0.0
14564271_gab	blah	0.0
14564271_gab	blah	0.0
14564271_gab	kike	1.0
14564271_gab	you	0.0
14564271_gab	will	0.0
14564271_gab	see	0.0
14564271_gab	it	0.0
14564271_gab	a	0.0
14564271_gab	dream	0.0
14564271_gab	cheese	0.0
14564271_gab	puff	0.0
14564271_gab	boy	0.0
14564271_gab	go	0.0
14564271_gab	bed	0.0
14564271_gab	it	0.0
14564271_gab	a	0.0
14564271_gab	school	0.0
14564271_gab	night	0.0
14564271_gab	😉	0.0
1174145333212930049_twitter	you	0.0
1174145333212930049_twitter	niggers	1.0
1174145333212930049_twitter	need	0.0
1174145333212930049_twitter	to	0.0
1174145333212930049_twitter	sack	0.0
1174145333212930049_twitter	up	0.0
1174145333212930049_twitter	and	0.0
1174145333212930049_twitter	tweet	0.0
1174145333212930049_twitter	nigger	0.0
17827276_gab	that	0.0
17827276_gab	is	0.0
17827276_gab	the	0.0
17827276_gab	muzrat	1.0
17827276_gab	strategy	0.0
17827276_gab	in	0.0
17827276_gab	every	0.0
17827276_gab	country	0.0
17827276_gab	they	0.0
17827276_gab	infest	0.3333333333333333
18743549_gab	sorry	0.0
18743549_gab	about	0.0
18743549_gab	the	0.0
18743549_gab	nigger	1.0
18743549_gab	comment	0.0
18743549_gab	but	0.0
18743549_gab	even	0.0
18743549_gab	blacks	0.0
18743549_gab	do	0.0
18743549_gab	not	0.0
18743549_gab	like	0.0
18743549_gab	niggers	1.0
23463421_gab	nd	0.0
23463421_gab	only	0.0
23463421_gab	<percent>	0.0
23463421_gab	nigger	1.0
23463421_gab	but	0.0
23463421_gab	jewish	0.3333333333333333
23463421_gab	culture	0.3333333333333333
23463421_gab	should	0.0
23463421_gab	be	0.0
23463421_gab	taken	0.0
23463421_gab	into	0.0
23463421_gab	account	0.0
23463421_gab	here	0.0
23463421_gab	thanks	0.3333333333333333
23463421_gab	jews	0.3333333333333333
1178780987049889794_twitter	this	0.0
1178780987049889794_twitter	nigger	1.0
1178780987049889794_twitter	calling	0.0
1178780987049889794_twitter	me	0.0
1178780987049889794_twitter	juicy	0.0
1178780987049889794_twitter	lips	0.0
1178780987049889794_twitter	over	0.0
1178780987049889794_twitter	the	0.0
1178780987049889794_twitter	phone	0.0
1178780987049889794_twitter	wtf	0.0
1178503399962300416_twitter	i	0.0
1178503399962300416_twitter	hate	0.0
1178503399962300416_twitter	fucking	0.3333333333333333
1178503399962300416_twitter	niggers	1.0
1178477971960672257_twitter	you	0.0
1178477971960672257_twitter	all	0.0
1178477971960672257_twitter	niggers	1.0
1178477971960672257_twitter	are	0.0
1178477971960672257_twitter	cancers	0.0
1178382366080950276_twitter	man	0.0
1178382366080950276_twitter	i	0.3333333333333333
1178382366080950276_twitter	hate	0.6666666666666666
1178382366080950276_twitter	niggers	1.0
26478596_gab	hop	0.0
26478596_gab	sing	0.0
26478596_gab	no	0.0
26478596_gab	jew	0.0
26478596_gab	yes	0.0
26478596_gab	but	0.0
26478596_gab	i	0.0
26478596_gab	bet	0.0
26478596_gab	they	0.0
26478596_gab	looked	0.0
26478596_gab	for	0.0
26478596_gab	a	0.0
26478596_gab	jew	0.0
26478596_gab	to	0.0
26478596_gab	play	0.0
26478596_gab	his	0.0
26478596_gab	part	0.0
26478596_gab	then	0.0
26478596_gab	came	0.0
26478596_gab	to	0.0
26478596_gab	conclusion	0.0
26478596_gab	we	0.0
26478596_gab	can	0.0
26478596_gab	not	0.0
26478596_gab	find	0.0
26478596_gab	a	0.0
26478596_gab	jew	0.0
26478596_gab	that	0.0
26478596_gab	will	0.0
26478596_gab	fit	0.0
26478596_gab	the	0.0
26478596_gab	role	0.0
26478596_gab	okay	0.0
26478596_gab	let	0.0
26478596_gab	us	0.0
26478596_gab	get	0.0
26478596_gab	a	0.0
26478596_gab	gook	1.0
26478596_gab	at	0.0
26478596_gab	minimum	0.0
26478596_gab	wage	0.0
1117488989362098177_twitter	this	0.0
1117488989362098177_twitter	nigger	1.0
1117488989362098177_twitter	just	0.0
1117488989362098177_twitter	saved	0.0
1117488989362098177_twitter	the	0.0
1117488989362098177_twitter	uk	0.0
15801100_gab	microchip	0.0
15801100_gab	has	0.0
15801100_gab	had	0.0
15801100_gab	more	0.3333333333333333
15801100_gab	nigger	1.0
15801100_gab	cocks	0.6666666666666666
15801100_gab	in	0.0
15801100_gab	him	0.0
15801100_gab	than	0.0
15801100_gab	a	0.0
15801100_gab	kfc	0.0
15801100_gab	urinal	0.0
15801100_gab	in	0.0
15801100_gab	chicongo	0.0
15801100_gab	on	0.0
15801100_gab	mlk	0.0
15801100_gab	day	0.0
15801100_gab	😎	0.0
4105410_gab	god	0.0
4105410_gab	bless	0.0
4105410_gab	james	0.0
4105410_gab	earl	0.0
4105410_gab	ray	0.0
4105410_gab	putting	0.0
4105410_gab	down	0.3333333333333333
4105410_gab	that	0.3333333333333333
4105410_gab	nigger	1.0
4105410_gab	mlk	0.3333333333333333
4105410_gab	to	0.0
4105410_gab	save	0.0
4105410_gab	all	0.0
4105410_gab	those	0.0
4105410_gab	white	0.0
4105410_gab	girls	0.0
4105410_gab	from	0.0
4105410_gab	his	0.3333333333333333
4105410_gab	rapist	0.3333333333333333
4105410_gab	cock	0.3333333333333333
4105410_gab	maga	0.0
1178854367929106432_twitter	fucking	0.0
1178854367929106432_twitter	ulgly	0.0
1178854367929106432_twitter	ass	0.0
1178854367929106432_twitter	bitch	0.0
1178854367929106432_twitter	ass	0.0
1178854367929106432_twitter	stinky	0.0
1178854367929106432_twitter	ass	0.0
1178854367929106432_twitter	bitch	0.0
1178854367929106432_twitter	ass	0.0
1178854367929106432_twitter	nigger	1.0
1178854367929106432_twitter	slave	1.0
1178854367929106432_twitter	nigger	0.6666666666666666
1178854367929106432_twitter	teacher	0.0
1178854367929106432_twitter	faggot	0.6666666666666666
1178854367929106432_twitter	peace	0.3333333333333333
1178854367929106432_twitter	of	0.3333333333333333
1178854367929106432_twitter	shit	0.3333333333333333
1178854367929106432_twitter	suck	0.3333333333333333
1178854367929106432_twitter	a	0.3333333333333333
1178854367929106432_twitter	dick	0.3333333333333333
1178799354737565697_twitter	god	0.0
1178799354737565697_twitter	made	0.0
1178799354737565697_twitter	the	0.0
1178799354737565697_twitter	niggers	1.0
1178799354737565697_twitter	he	0.0
1178799354737565697_twitter	made	0.0
1178799354737565697_twitter	them	0.0
1178799354737565697_twitter	in	0.0
1178799354737565697_twitter	the	0.0
1178799354737565697_twitter	night	0.0
1178799354737565697_twitter	he	0.5
1178799354737565697_twitter	made	0.5
1178799354737565697_twitter	them	0.5
1178799354737565697_twitter	in	0.5
1178799354737565697_twitter	a	0.5
1178799354737565697_twitter	hurry	0.5
1178799354737565697_twitter	and	0.5
1178799354737565697_twitter	forgot	0.5
1178799354737565697_twitter	to	0.5
1178799354737565697_twitter	paint	0.5
1178799354737565697_twitter	them	0.5
1178799354737565697_twitter	white	0.5
23018207_gab	you	0.3333333333333333
