	Id	Text	Label
17723	2387023_gab	jake tapper says fake media incited gunman at comet pizza he forgets cnn constant false narratives of white racism have incited murder of police officers around america and fueled race riots in several cities if trump or bannon are hurt the blood is on cnn hands pizzagate <user>	offensive
14782	14874848_gab	i wasn t born yesterday kike when i infiltrated the nuis on kikebook in <number> they had dozens of its not the jews its the zionists fake palestinian groups to fool the goyim get gassed kike	hatespeech
8182	1179087506064564224_twitter	listen i know that john mayer is the biggest white bitch mood but sometimes his music be hitting	normal
4012	23956986_gab	you just wrote some nigger words like the low energy obsolete farm equipment you are boy	hatespeech
10186	10666566_gab	dear black people you can keep the white liberals your going to need the numbers	undecided
4246	1179105058597810186_twitter	<user> if you tell the truth they will hate you for it and the more you tell it the more they will hate you	normal
1573	1178818616541794305_twitter	i find so weird how heteros love using that moon of my life or whatever <annoyed> like i did not watch got but wasn t daenerys literally raped by drogo <annoyed>	normal
12023	1172986514147381249_twitter	<user> are you a fucking retard	offensive
18375	26330676_gab	mark zuckerberg aka mark cuckerborg is an emotionally retarded cyborg lizard alien who walks oddly talks oddly smiles oddly and is a catastrophic virus on humanity thank you for your time	hatespeech
2953	12568127_gab	the nigger that shot up the church was an immigrant from from sudan	hatespeech
11977	1170951699554557954_twitter	i pray to god my baby don ’ t come out acting like this retarded ass nigga 🙌 🏽 lord cause he really got issues	offensive
4242	1178488414783586305_twitter	<user> <user> <user> <user> <user> <user> <user> unironically if the slaves in india and africa ever get freedom it will be only bcz white men are sent over there to earn it for them same as it ever was but we never get credit for being liberators only oppressors	normal
10262	1076676539444547584_twitter	bisexuals lesbians 🤝 <number> being our year	normal
5819	14891840_gab	i hate to be the bringer of bad news but his real name is mark shouldice and he just another shapeshifting kike e merch chasing shekels look that name up	hatespeech
4175	10197766_gab	this is marxist scumbags liberals idea of diversity a weaponized nigger joy reid harvard educated and harvard is run by jews a hollywood shitlib jew another educated weaponized nigger mocking trump no whites necessary no white opinions matter just sitcha ass down stfu whitey	hatespeech
10148	10585306_gab	europe raise the white flag you are fucked	normal
4868	6462832_gab	am i wrong that lgbtq could by definition just be reduced to q such that we could just get back to <number> and start calling all the sexual deviants queers again and that would be politically correct	normal
4009	15435117_gab	facts lmao you should put fact in there like a twitter nigger claiming he descended from egyptian royalty was this post an example of your originality and wit bc frankly it tiresome waiting for some of it and i think you misled me	hatespeech
14268	13283126_gab	and all the sex will be gay or lesbian	normal
19028	4070265_gab	<user> it really all about take wealth and power away from white christian america and creating a pagan third world ghetto of cheap slave labor easy to eradicate without consequence to the bolshevik zionist jesuit slave masters	offensive
13619	1252272948385177600_twitter	<user> thank you governor for looking after the million immigrants in your state trueleadership	normal
7183	1178928694364127232_twitter	let us be honest if you leave your girlfriend after she has a miscarriage or her telling you that she pregnant you deserve to have your dick and balls chopped off and same thing applies to rape and sexual assault and abuse	normal
2064	1178503708436418560_twitter	feel like i should have a series on ao3 just filled with my most outrageously gay and unapologetically homoerotic stories prob call it queer rebellion or something	normal
1347	1179015605917237248_twitter	<user> <user> get this nigger out of here	hatespeech
19429	6187865_gab	you are mentally deficient retarded troll that talks to himself are not you shit stain	offensive
2145	19658982_gab	this is what <number> years of kike brainwashing does to white kids sad	hatespeech
19958	9162334_gab	check my post from a few days ago i have been watching the retard contest the us navy and airforce have been in for almost <number> years now with no let up	offensive
1712	1179081857880772615_twitter	<user> <user> if the jury had been all white i think they would have fallen for the castle doctrine so i do not think this changes much but it a small step just like the fact cops are actually being arrested although most do not get convicted	normal
1836	24032034_gab	<user> i hate you for the hairy titty nigger that bullshit wrong on so many levels you suck 😨 😠 👹 💩 👹 💩 👹 💩 👹 💩	hatespeech
17053	2154282_gab	<number> incidents of harassment reported since trump won that number seems small considering there close to <number> million criminal illegals that need to gtfo maga gabfam speakfreely	offensive
5621	27749075_gab	i am not homophobic i do not despise gays lesbians queers or transgenders i just do not give a shit about them	normal
13285	1232850058917355520_twitter	should illegal aliens be counted in the us census	normal
6100	24651172_gab	i knew the jew dyke gatekeepers considered me disposable while i was still doing healthcare travel that the same nose as the dyke giving marching orders in the last dieverse city	hatespeech
3356	27802700_gab	kikes like faggots because they make good pets just like the nigger the best kike pet is a nigger faggot	hatespeech
6222	17112368_gab	maybe but i like to think it a spontaneous miscarriage and the stoned nigger sow is just so obese and full of diabetic nerve damage that she can not even feel anything all she knows is she hongry 🐒	hatespeech
16973	21216152_gab	as pierce pointed out the glorious day is coming when a republican will never win the presidency again and the white middle class will have to confront the reality of <number> million blacks	normal
1678	1185768848529559553_twitter	jisoo grapefruit and swag swag swag	normal
9894	1177955817003220992_twitter	<user> does the camel jockey prince get to bring his bone saws	offensive
18818	2814654_gab	aleppo let the arabs sort it out if they are not bothered why should i be	normal
46	1178402978031521793_twitter	<user> <user> babies in cages destroying environment by rolling back regulations siding with white supremacists bad mouthing gold star families shithole countries response to puerto rico that just a few	normal
11333	1122495679719297030_twitter	<user> it was the gayest and hottest thing i ’ ve ever seen istg	offensive
8032	1178863310164447234_twitter	<user> they robbed them while serving looks too and they robbed the brooklyn museum tbh more shows should be about queer people stealing from white cishet institutions	normal
10316	1078648690162786304_twitter	just your daily reminder <user> they are not undocumented immigrants they are i l l e g a l	offensive
1853	22939146_gab	i jus saw a nigger bich wit a crinkle cut brillohaid	hatespeech
7039	1178797554177208320_twitter	<user> not trying to out getting hated on bro but try being a republican muslim immigrant die hard patriots fan	normal
13772	1260382131886239744_twitter	my little sister came into my room anx yelled “ your gay for catra “ helpcfndjdk	normal
7195	1179039924085039104_twitter	gotta get you a real bitch a bad bitch ain t nothing but a bill	normal
2293	1180885235828789249_twitter	bitches be makin mistakes and hurting people they love i am bitches bitches is me 😔	normal
14138	12864080_gab	lol you can not be this stupid shitskin even when you count the fact there are way more white men than black niggers still outrape them niggers are wild animals that should be in africa	hatespeech
15515	16862232_gab	why arabs lose wars <user>	normal
12155	1178542855461249024_twitter	i am not even gay but dick is dick	normal
16240	18656622_gab	oh cry me a river btw jack and mark are total faggots who sell your info to the every tom dick and harry i know i used to help them do it	offensive
14069	12762394_gab	joke lizard people control the world look at this pic broke jews control the world and the lizard look is just how jews look woke jews control the world and are transforming into lizard people through concentrated sin sloke we are all lizards that were tricked into thinking we are apes	hatespeech
6299	1178318872950251520_twitter	white people getting too comfortable with using the word ghetto	normal
7161	26036512_gab	the pentagon is like a street nigger constantly bumming cigarettes spare change	hatespeech
18154	25400710_gab	in all of us there lies two wolves a dark wolf and a white wolf the native american says the one you feed is the one that grows odin says feed them both grow them strong and unleash the one that suits the situation	normal
8274	1179064687641710597_twitter	<user> <user> <user> <user> so then do not complain when a white person does the same shit to you you can not be selectively mad about something like this without being a colossal hypocrite	normal
2780	1178783093341048832_twitter	if you have a problem with white people being white you are a racist if you think diversity in a white majority environment is a value you are a racist preemptive diversity such as affirmative action is a liability there nothing wrong with diversity but it okay to be white	normal
11586	1145373959652687872_twitter	aye this nigga <user> hella funny 😭 😭 😭 😭 😭 😭 🤣 🤣 🤣	normal
18445	26535745_gab	tommy robinson and britain first do more good to bring violence toward woman girl and children in open so people will not tell you i do	normal
8054	20371641_gab	i heard about it from an epileptic kike journo	offensive
2080	15381075_gab	labour mp sadiq khan are always the first to have a go at president trump are always the last one to condemn moslem terrorist attack carried out by devout moslem	offensive
13762	1259946737957044228_twitter	<user> yes unless theyre all gay amp reclaiming the slur yes they are	normal
13387	1238249238456385536_twitter	<user> white women white disabled white gays white immigrants should get affirmative action then according to this tweet	normal
469	5077714_gab	it allowed the anglo hating p.e. trudeau to shove french down the throats of all canadians while qc persecuted the anglos out all while fast tracking moslem migrants from france former colonies in n africa <number> result was the 2 nd gen moslem terror aka the <number> mtl massacre	normal
4208	1084991014455201794_twitter	we need some women on here with actual life experiences the bachelor	normal
16430	19232516_gab	i do not know why you want mexicans out but to me it has nothing to do with crime i want asians out too and they do less crime than whites this is simply a matter of having a homeland	hatespeech
907	27952077_gab	<user> remember the api access i am still waiting also i gave shekels to torba what a fucking nigger he is tho	hatespeech
17874	24403175_gab	this is fucking bullshit the sand niggers got told they were being sent back so they rioted they were not protesting conditions daily mail is horse shit	hatespeech
1855	1179049870092488704_twitter	just because bjp supporters and bjp ministers talks about ethnic cleansing of indian muslims it does not mean modi is not anti muslim	normal
12179	1179533482944614401_twitter	<user> well like they are lesbians for a reason lmao	normal
3363	1178746473988657154_twitter	these niggers better not embarrass me tonight	offensive
11810	1165134672168460288_twitter	<user> he was hacked today by a racist amp a nazi and somehow people forgot he was already racist himself ¯ ツ ¯	offensive
15904	17745058_gab	all of the blood spilled in all of the wars and they want to hand the car keys over to illegal mexicans ghetto rats and gender fluid leftists	offensive
2648	1177934459057795072_twitter	they blasted a nigga at the mariposa gas station	normal
539	1178899346743537664_twitter	<user> <user> maybe he could be a refugee do they take refugees or do they keep them in cages in the gulag 🤔	normal
17674	23737066_gab	give us more of your money women and country it is our right to rape you	offensive
14443	13816589_gab	that good but good luck keeping the niggers and arabs out when they have taken over europe	undecided
6848	1178906287767031808_twitter	i be having dreams that i am eating lunch at the table in between the cafeteria and gym n i start thinking nigga did not i graduate and wake up lol i be hella sad	normal
12933	1214857353398493184_twitter	cute girly fantasy football team names jnr college lesbians glee gay guy	offensive
17555	23242866_gab	this ghetto ain t big enough for the two of us	normal
622	1179039577777983488_twitter	in recent years we have frequently seen poor people suffer immensely in avoidable tragedies from the grenfell tower block fire in london to the burning of makeshift refugee camps across europe	normal
10042	10057789_gab	justine mohammed trudeau running the streets wild in toronto at the gay pride ding a ling parade this weekend	offensive
3644	1178011556908535808_twitter	sonny dykes has ruined my stress free smu football fan experience expectations got me all messed up ahead of this game let us go <number> <number> today pony up dallas beat usf	normal
11618	1146463031657975808_twitter	<user> <user> is there any point in replying to this retard i guess not live in your bliss	offensive
8580	26385988_gab	poland says no to muzzie invasion	hatespeech
15415	16545708_gab	taxreform somebody wants you to keep killing arabs in the middle east and public opinion to support it but dont worry one day youll have the privilege that jews burn your house like they burned the houses of americans living in california californiafires	undecided
9036	15455648_gab	dna tests can be defined whoever scientists decide they are because markers are just atp combos i e nothing like kike or irish written on them it all about some opinion of history also anyone can convert to phariseeism and <number> <number> of israel is russian for example could just be anti nig	hatespeech
15482	16787150_gab	ricky i very much wish this could be a possibility in the us however the data since the <number> until today proves that blacks jews mestizos and asians vote overwhelmingly for democrats non whites vote overwhelmingly for less freedom bigger govt and more gibs me dat please explain	hatespeech
16074	18195956_gab	kick all illegal immigrants out they do not belong here they have no business being here we owe them nothing	hatespeech
8139	1179079609696096263_twitter	don t become the nigga das like i am not giving a bitch shit bc das how you block your blessings	normal
11393	11251506_gab	my sister is having an all lesbian moneynigger taternigger fight watching party is boxing a thing among girlfags or something	offensive
3745	27955734_gab	we are white people stop being a nigger apologist	hatespeech
14889	15239239_gab	that bitch needs to be tossed south of the border deep into mexico with no papers let it rot in a mexican prison with men	offensive
3428	14818066_gab	f*cking <censored> kike loving degenerate commie scum burn in hell fagot trudeau	hatespeech
14280	13301890_gab	i thought the semitic jews had the same iq as the arabs but its the non semitic ones that are high iq	hatespeech
2285	27627824_gab	i am sure it was probably a niglet	offensive
15266	1610757_gab	<user> it did not work with the leftists this year now did it people do not respond well to name calling not being retarded or anything but this exactly why leftists lost this year and we do not want to be them in the next time	offensive
8199	26238036_gab	thanks for the offer but eating shit it your nigger delicacy	hatespeech
20000	9344571_gab	there really is an international conspiracy to turn all white countries into non white countries they are increasingly open about it the neo nazi conspiracy theorists were not paranoid they were right all along	hatespeech
8943	13780765_gab	<user> probably sits around reading <number> shades of grey imagining a virile nazi seducing her then she sets the book down and sees her kike husband in bed next to her	hatespeech
8621	1178788946911879169_twitter	<user> <user> is there 1 0 of thousands of muslim pakistani young girls being drugged and gang raped by gangs and families of white christian men anywhere in britain europe or on planet earth the answer is no yet in english towns a minority muslim paki population has commited rape jihad	normal
19480	6549404_gab	nancy pelosi speech at the aipac was bizarre on the other hand slavery is only appropriate for slaves when oppressed themselves the jews never gave in they never caved admirable truly a quality of born masters whites on the other hand only seem to thrive when on their knees	undecided
5861	1179045436482637831_twitter	<user> raped the lil boy and he got sick gave the lil niggas aids smh 😭	hatespeech
13819	12631223_gab	this loser can hate america on twitter and i get suspended for calling lebron james what he is ghetto trash	offensive
14791	14895117_gab	i was on the beat when i got a call in for domestic violence at a lesbian couple house when i arrived one of them said what took you so long i am sorry miss i replied i stopped at the shop to get some popcorn and baby oil	offensive
16935	21101050_gab	learn to spell before you post to me again dumb white trash guy	offensive
8028	1178741605534244864_twitter	some yall niggas starting to get drip dressing like a faggot mixed up	offensive
8689	1179103499314851840_twitter	<user> enough of ur communal secular rhetorics yes india will welcome every refugee except muslims bcz we have already given them a seperate nation on basis of religion why do they want to live in india after being allotted an entire nation as demanded by them fr muslims	normal
1972	1179089211565232128_twitter	<user> <user> <user> <user> seriously what going on in minnesota illinois california new york is putting people in danger young girls and boys are being raped and murdered these politicians have a lot to be accounting for because they are killing their citizens	normal
9092	1178738782708715528_twitter	finally out of twitter yall <user> reported my comment because he knows damn well his eastern european mongoloid comments on black american issues arent welcome at this point any non black who isnt saying cut the check is a white supremacist not suspected	normal
1654	1178715987119656962_twitter	white professors love using literature with the word nigger	normal
11329	1122361671706505216_twitter	people asians cant rap <user> hold my fanny pack	normal
9317	14197340_gab	<user> your a muzzy that murders kurds if your not a parody account	hatespeech
9451	1179847380461441024_twitter	a double cross spy thief that out for my jewels uh	normal
4135	10036947_gab	so dyke virtue signals she not racist while taclt supporting an influx of diseased rapists who are openly anti western and anti white	hatespeech
17352	22599394_gab	i am a victim of rape by an illegal immigrant when i lived in texas mother fucker walks free yes went to hospital yes i went to the police do not you love border towns that protect their own	hatespeech
7788	1118282845263421445_twitter	so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks	hatespeech
172	1179096960537632768_twitter	listening to <number> right now and man these callers are morons in hillbilly voice what if we switched aj hinch with bill o brien would the texans do well good lord	normal
7442	1178926649422864384_twitter	peppered cheeses made my son gay	offensive
1240	11464780_gab	ol soros be payin errybody lol fuck your stupid a very special kind of stupid like i bet you take sandnigger dicks the ass stupid	normal
17475	22971068_gab	why you cucked racemixer you have low iq and brainwashed brain by jews to have a low iq mexican wife what wrong with you nehlen	undecided
6092	1117477715081408512_twitter	can someone anyone tell me the african word for patriarchy in any african language there is none these things are not who we are	normal
7198	1178807964829810688_twitter	my middle and pointer finger nails broke so now i really do look like a lesbian	offensive
19517	6698611_gab	richard spencer has neither confirmed nor denied that he is a faggot	offensive
15774	17439443_gab	gays love communism and especially islam they want to try to see if they can fly of tall buildings with a pack of carpet kissers helping them just to show they are not racist lol	hatespeech
17829	24270070_gab	this must be the onion hilarious if true retarded surinam children for desperate feminist bitches	offensive
12845	1211099588351778816_twitter	this being single shit is ghetto as fuck	normal
3221	12770966_gab	no she really loved the ugly nigger lol	hatespeech
9945	1179038680708595713_twitter	new bitch season	offensive
8929	13305735_gab	a somalian who one day washes up on europes shores will never be a european same thing with pakis in britain arabs in france or turks in germany	offensive
2052	16000365_gab	hey it a big gay street shittn paki	hatespeech
3664	1178938601230475265_twitter	on god america be like i hate niggers but i will let a entity from the dark realm chill upstairs	hatespeech
3931	12386020_gab	i checked that one already as someone else said it one of the two according to wikipedia founders were jewish but yeah be peaceful it was an intentionally provocative question primarily to the wns who call me a kike and does not actually matter i do love puppies <number>	normal
18883	3198326_gab	<user> read history arabs never wanted peace they since <number> have been scheming on destroying israel for decades gaza and the west ban were under arab control and they did not create a free palestine	offensive
7851	1179100716960555010_twitter	<user> <user> <user> and retarded	normal
14639	14407236_gab	muh legacy is shitty he stirred up a hurricane of hate against police white people anybody who opposed him he was more interested in his marxist muslim agenda then bringing our country together	normal
7343	1179074380720201729_twitter	i stole a parking spot from a white boy this morning happy october 🧡 🍂 ✨	normal
14530	14007898_gab	man that retarded old boomer fag has just been endlessly getting his old ass handed to him on here	offensive
3023	17578395_gab	oprah is a stupid nigger that only got into the entertainment business because she fucked a kike with jungle fever	hatespeech
19042	4101820_gab	<user> we have all been raped by these assholes cathy obrian came out years ago	offensive
3946	1179081694126759937_twitter	vontaze burfict is a fucking raider you all ain t listening hurry up and take ya hoe asses to vegas gruden is still that dude tho ✊ 🏾	normal
3299	1178784164931391489_twitter	this dyke wanted to keep arguing sir leave me alone it was a bid at first now you dragging it 😒	offensive
10291	1077774827681914881_twitter	<user> <user> never beleive a jihadi they garb as secular thats a reason ppl in general dont trust them	offensive
2918	1179077923568934912_twitter	<user> self induced energy poverty canadians will be seeking refugee status south of the 4 9 th by <number>	normal
8082	23334987_gab	gab needs to work on making it more user friendly it improving i hate muslimes	hatespeech
1282	1121823177611579393_twitter	shoes part <number> piece of	normal
15604	17022416_gab	sorry i just think it rude if i am at a party and an actual retard is there and i am not briefed forcing me to do the retard math	offensive
5764	6022702_gab	q what do you call a mooslim woman with an opinion a whatever you want she already been stoned to death	offensive
9440	13731092_gab	moslem syrian refugee studying at a uk uni politics no doubt we are paying wants to be a politician typical crooked parasite yeh to further the cause of moslems scum this is what multicul brings 1 st they are here cos workers needed then refugees then they are ruling us cleansing required	hatespeech
4192	13174503_gab	they told us that we couldnt call them dykes any more because it wasnt pc so we started calling them lesbians	normal
1773	1179104577179791360_twitter	<user> andrew johnson impeached failed send every negro back to africa beat as worst president by trump go back places from which they came read jesus turned serapis sermon on the black christ lulu thomas jefferson pimped skydog and the aunt jamama bomb lulu	normal
13268	1232084437866864640_twitter	some people are straight up retarded 🥴	offensive
386	1179084973795663877_twitter	my rising is good news for born again caucasians and the believing black people it not so good for the white men burning to the dead goats pigs elephants those who come back out of the bottomless pit no one like trump a black man in a white man body	normal
11836	1165735887919112194_twitter	catching feelings is ghetto so don ’ t	normal
15461	16654518_gab	what is wrong with slut talk and fas as negro talk that belongs on the plantation	hatespeech
14549	14045364_gab	i have no doubt that some stupid judge in hawaii or california will try to block presidenttrump reasonable request for more extreme vetting of immigrants from terrorist countries	normal
11622	11539377_gab	gab chat needs reaction emojis or something for when somebody says something really clever and funny cause i always feel like a retard typing lol and even heh feels a touch on the retarded side	offensive
1658	1179075228430790656_twitter	so at my job we sell this round of drinks <number> wines called the wine flight last night a white man asked for it and i accidentally said white flight if i lose my job this why	normal
12719	1205553682462449665_twitter	also what kind of self respecting redneck woman from the south dreams of getting naked in hollywood movies	normal
14851	15074241_gab	exactly right in fact the only immigrants to assimilate in less than <number> generations are the asians due to their propensity to over achieve the black population was kept from assimilating by democrats	offensive
10999	1107372311315922944_twitter	<user> you whip up hatred too calling normal every day people nazis you are just as bad	offensive
11026	1109087701960146945_twitter	<user> 😂 😂 tell me about it they have been co opted by immigrants that why 🤷 🏽 \u200d ♀ ️	normal
18449	26558540_gab	fuck you and your horseshoe faggot	offensive
8675	25708251_gab	twatter does not like muzrat either	hatespeech
1562	1178453172853121024_twitter	seven bitches with me and ain t none of them mediocre from they head to they toes they so far from mediocre hadi yallah ananızı sikerim	offensive
9195	1178150335677960193_twitter	and tomatoes i hate tomatoes this hoe just said fuck my instructions	offensive
5166	22341782_gab	was engels a kike	hatespeech
10894	11040919_gab	trump quote we must not announce troop number fuck you people are retarded you have open borders and an attack on free speech and you are cheering killing mountain goats <number> miles away	offensive
3184	12419643_gab	well if we did not have moslem kids in this country who parents would strap a bomb to we would not have to worry about this moslems ruin everything	hatespeech
9227	1178412599169486849_twitter	<user> <user> <user> i own a biz in a black neighborhood and my husband is white answer me this why in the hell does it matter 🤷 🏽 \u200d ♀️ also what have the dems done for any impoverished neighborhood i will wait 🤔	normal
13236	1230779917039628290_twitter	everyone its a win for the gays 😭	normal
5268	20646560_gab	ben shapiro a typical lying kike trying to represent the alt right ethical jews have precedence over non jews for getting an israeli citizenship he lying as is typical of his race	hatespeech
4049	1179048039811563520_twitter	<user> <user> i think you ignore the violence inherent in white ethno nationalism to try and score idiotic unfounded points i think you have irrational hatred of everyone different from you without any basis in reality i think you have not traveled or studied the world	normal
14548	14042000_gab	why would the fbi have ears on the ground in a the muslim shithole that paterson nj home of two <number> <number> hijackers has become you people must be nuts they have got to investigate the russians they bought ads on facebook dontcha know	hatespeech
9892	1177818892955193344_twitter	<user> stop pretending your sarcasm over a towel head shot in texas is obvious and disgusting fake thoughts and prayers	normal
16048	18120838_gab	just make sure you do not poke your eye out but if you do i will get you a white cane for your birthday	offensive
13319	1234296580901130241_twitter	but about to bring all the ghetto ass shit uptoen 😝 😝 😝	normal
19344	5686724_gab	getting better paying jobs for them kk original issue keep the ghetto down and they did not stand when trump talked about better schools shall i go on	offensive
2186	1179096908804935680_twitter	it does not have to be about the holocaust tho and we can write letters to people expressing concern about genocide or just overall oppression it would be super helpful if you guys could comment some things i could write about and or some people i could write to	normal
19998	9338046_gab	saw a documentary a couple of years ago on the part still destroyed by the flood everyone complaining about injustice and racism of someone not rebuilding their ghetto in a non gentrifying way of course which was run down before the flood they expect handouts	offensive
20087	9712842_gab	ha amazing nyt fakenews are really going through a talent drain more like a bleed out in a new york city ghetto back alley the neoliberal marxist young bloods are not as adept at keeping up the double think alternate reality facade as the previous generation of subversive monsters p	offensive
16927	21073982_gab	deport an illegal and one ghetto black for every south african brought to the u.s.	hatespeech
5067	1179101794955382785_twitter	todd phillips i have run out of context and content for comedic films i will just blame woke and sjw for my diminishing creative talents fuck todd phillips and if you can not laugh as my friend <user> puts it fuck you too	normal
16032	18087943_gab	i have a dream that one day trump supporters will be able to support their president and country without the threat of abuse and assault by the retarded radical left	offensive
16619	19840756_gab	go ahead call me a homophobe that a lie and anyone who does so should know it i lost friends and family connections to defend gay people right to marry you already call my a misogynist nazi what another false accusation go ahead faggot	offensive
17449	22908376_gab	bingo hates americans hates our values hates our country and you civnat faggots pay his tuition	offensive
17009	21345393_gab	that because you are a fucking retard along with twp now you get to be shunned you should have listened	offensive
9828	1179078450725842944_twitter	<user> <user> sorry if you are going to kill yourself smoking why go to the va they can not help those who dont want help	normal
18228	25734296_gab	i hit that pedo kike fag morris dees with a hotdog at the cincinatti protest some years back he was sneaking out the back basement door to the car garage after giving one of his bs lectures to the lemmings	offensive
2398	22353992_gab	a nigger bich smells like a baboons ass google it	hatespeech
7558	1178896652490465280_twitter	<user> it okay to be white i love everyone the same no matter the color of their skin and only judge people by their character	normal
15190	15990083_gab	yeah true the explanation i heard was he was just supposed to be a shabbos goy for the jews but out smarted them and took power they explained stalin is the reason the ussr adopted more socially conservative policies and started mild anti semitism	undecided
138	17402205_gab	you mean the conservative saint ronald reagan gave amnesty to a million mexicans another chink in his armor	normal
16762	20357124_gab	he wants israel to remain purely jewish yet doesnt care if america turns all black is a homo who opposed trump all election likely stills do he a fag	offensive
19461	6397210_gab	nukes nah they are just making ready safe spaces for swedes to escape the tolerant immigrants	normal
16533	19619203_gab	a very important point this is why they want to demonize white ancestors so that we become disconnected from and reject the wonderful legacy of our own past and the incredible accomplishments of those who came before us	normal
13942	1268484981925519360_twitter	a industry dominated by not only whites but white males it needs to be diversified tremendously	normal
11781	1164528385550356481_twitter	<user> crimson peak voting for anything else would be homophobic	normal
18896	3297717_gab	if refugees and illegal immigrants did not have voting rights my blue state would be red again	normal
18281	25905718_gab	defending muslims being in europe saying that islam isnt the greatest threat to the white race pick one kys for having the reading comprehension of a goat	offensive
2835	1178810298125492225_twitter	i am gay which means i am still awake at <time> because i am thinking about crushes like gosh shut the fuck up my brain	normal
19951	9132750_gab	and do not get me wrong either i only have a few muted i did not enjoy another clown telling me that sharia was the only way and women should submit or die i do not have time for that shit especially with a household full of ladies including the cat	normal
682	1122650202064805888_twitter	i am just gonna block whoever is in that cowl and imagine it batfleck we never lose	normal
8136	13466331_gab	other than questioning that islam is not peaceful and that queers are not born that way	normal
2338	1178229707357245440_twitter	niggas out here fucking dykes 😭	hatespeech
7809	1179104320257757184_twitter	<user> bro its cod bruh still wack imagine playin cod on fingers lmao shit is retarded	normal
13630	1252649999537713153_twitter	<user> yes because immigrants are having rallies with guns	normal
4315	21786251_gab	it a day when worthless thots in slutty green outfits poison themselves with alcohol and nigger cum genital mutilation for all thots	offensive
19278	5409543_gab	this is milo pussy grabbing moment if you will we get to learn who the loyalists are and who the pusillanimous cuckservative faggots are trump maga milo pussygrabbing gabfam milo <user> dreadilk vfm fakenews	hatespeech
8562	1179094896637988864_twitter	<user> le dindu nuffin lol	normal
3332	1178761536581578758_twitter	it okay to be white auspol	normal
7893	1179017612703014912_twitter	<user> <user> <user> bts young forever white version and superm united version <user> <user>	normal
12113	1176895412516663296_twitter	weddings are gay as fuck	normal
7385	1178871873465131008_twitter	<user> extreme butoden budokai tenkaichi are good but a lot of the newer stuff including battle of z is just really bad because of the art style never really liked tadayoshi yamamuro new art style they all look shiny and stiff with very boring poses	normal
10064	10151749_gab	<user> welcome aboard we are a land of refugees from the p c culture that only p c when they want to be	normal
807	3824396_gab	<user> they put the a in the one for spic kids as an afterthought that racist	hatespeech
12854	1211514294258618368_twitter	i ain ’ t neva cared what a bitch hadda say about me 🗣	undecided
6373	1179094119328690177_twitter	<user> it not men fault you want to kill yourself more days than not i just want to make that clear	normal
660	18119321_gab	enjoy being a childless nigger fucker	hatespeech
19139	4603160_gab	judge who blocked part of trumps ban on immigrants is a obama appointed judge and clinton donor what a f 4 ing shock	normal
5912	1142522499831226368_twitter	got into my first car accident 🙄 a bitch was shook	offensive
